"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-02","Feb-1993","IDX","Index","0","Units","2015_100","2015=100",34.20515,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-03","Mar-1993","IDX","Index","0","Units","2015_100","2015=100",34.36732,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-04","Apr-1993","IDX","Index","0","Units","2015_100","2015=100",34.67181,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-05","May-1993","IDX","Index","0","Units","2015_100","2015=100",35.27747,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-06","Jun-1993","IDX","Index","0","Units","2015_100","2015=100",35.58196,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-07","Jul-1993","IDX","Index","0","Units","2015_100","2015=100",35.89637,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-08","Aug-1993","IDX","Index","0","Units","2015_100","2015=100",36.2141,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-09","Sep-1993","IDX","Index","0","Units","2015_100","2015=100",36.54506,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-10","Oct-1993","IDX","Index","0","Units","2015_100","2015=100",36.83962,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-11","Nov-1993","IDX","Index","0","Units","2015_100","2015=100",37.20368,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-12","Dec-1993","IDX","Index","0","Units","2015_100","2015=100",37.38572,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1994-01","Jan-1994","IDX","Index","0","Units","2015_100","2015=100",37.45191,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1994-02","Feb-1994","IDX","Index","0","Units","2015_100","2015=100",37.60746,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1994-03","Mar-1994","IDX","Index","0","Units","2015_100","2015=100",37.73323,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1994-04","Apr-1994","IDX","Index","0","Units","2015_100","2015=100",37.76632,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1994-05","May-1994","IDX","Index","0","Units","2015_100","2015=100",37.83913,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1994-06","Jun-1994","IDX","Index","0","Units","2015_100","2015=100",37.90202,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1994-07","Jul-1994","IDX","Index","0","Units","2015_100","2015=100",38.08405,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1994-08","Aug-1994","IDX","Index","0","Units","2015_100","2015=100",38.08074,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1994-09","Sep-1994","IDX","Index","0","Units","2015_100","2015=100",38.12376,,
